accession	country	year	entry_create_year	taxid	species
EU482826	Viet Nam: south	2006	2008	11053	Dengue virus
EU677172	Viet Nam: South	2007	2008	11053	Dengue virus
EU920848	French Guiana	2006	2014	11060	Dengue virus
GU131850	Brazil: Sao Paulo	2006	2009	11069	Dengue virus
KY586528	Thailand	2002	2017	12637	Dengue virus
GQ199813	Viet Nam: South	2007	2009	11053	Dengue virus
HM181976	Nicaragua: Managua	2009	2010	11069	Dengue virus
KC762635	Indonesia: Makassar	2007	2015	11053	Dengue virus
GU131963	Mexico: Yucatan	2007	2009	11053	Dengue virus
KJ596672	Brazil: Varzea Grande, MT	2012	2015	11070	Dengue virus
FJ898423	Viet Nam: South	2006	2009	11053	Dengue virus
MW945801	Thailand	1998	2021	11053	Dengue virus
KT726348	Cuba	2002	2016	11069	Dengue virus
EU081188	Singapore	2005	2007	11069	Dengue virus
LC367234	None	2009	2018	11060	Dengue virus
KY586315	Thailand	2006	2017	12637	Dengue virus
MW512411	Singapore	2014	2021	11060	Dengue virus
FJ182007	USA: Puerto Rico	2005	2008	11069	Dengue virus
KF955487	Venezuela	2001	2014	11069	Dengue virus
MW945923	Thailand	2001	2021	11053	Dengue virus
KY586475	Thailand	2006	2017	12637	Dengue virus
MW945785	Thailand	2010	2021	11053	Dengue virus
KY586394	Thailand	2006	2017	12637	Dengue virus
GQ868527	Mexico: Yucatan	2007	2009	11053	Dengue virus
EU569704	USA: Puerto Rico	1986	2008	11060	Dengue virus
KM279532	Singapore	2012	2015	11060	Dengue virus
EU677151	Viet Nam: South	2007	2008	11053	Dengue virus
HQ705623	Nicaragua: Managua	2009	2011	11069	Dengue virus
FJ639796	Venezuela: Aragua	2004	2009	11053	Dengue virus
EF122232	French Guiana	None	2008	11053	Dengue virus
MK783210	China	2018	2021	11060	Dengue virus
KX380822	Singapore	2012	2016	11060	Dengue virus
MG721058	India	2016	2019	11060	Dengue virus
JN819425	Venezuela: District Federal Caracas	2004	2011	11053	Dengue virus
AF022438	None	None	1998	11060	Dengue virus
GU131801	Viet Nam: South	2008	2009	11053	Dengue virus
CS479167	None	None	2007	12637	Dengue virus
EU482609	Venezuela: Aragua	2007	2008	11053	Dengue virus
AY679147	Brazil	None	2004	11069	Dengue virus
JF937621	Nicaragua: Managua	2010	2011	11069	Dengue virus
KM403602	Singapore	2013	2016	11053	Dengue virus
FJ906963	Viet Nam: South	2007	2009	11053	Dengue virus
KY586853	Thailand	2006	2017	12637	Dengue virus
EU482680	Nicaragua: Managua	2005	2008	11060	Dengue virus
MF033232	Singapore	2015	2018	11053	Dengue virus
MW945910	Thailand	2006	2021	11053	Dengue virus
KY849731	Laos: Vientiane	2010	2018	11053	Dengue virus
FJ882571	Sri Lanka	1989	2009	11069	Dengue virus
EU482632	Nicaragua: Managua	2005	2008	11060	Dengue virus
KX452045	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
AY776329	Taiwan	None	2005	11069	Dengue virus
FJ024448	Viet Nam: South	2007	2008	11053	Dengue virus
FJ432723	Viet Nam: South	2007	2009	11053	Dengue virus
FJ432733	Viet Nam: South	2007	2009	11053	Dengue virus
GU131953	Colombia: Santander	2004	2009	11069	Dengue virus
EF105383	Cote d'Ivoire	1980	2007	11060	Dengue virus
FJ744703	Nicaragua: Managua	2007	2009	11060	Dengue virus
HQ705614	Nicaragua: Managua	2009	2011	11069	Dengue virus
KY474307	Ecuador: Machala	2014	2018	11053	Dengue virus
EU482525	Viet Nam: south	2006	2008	11053	Dengue virus
AY713474	Myanmar	None	2005	11053	Dengue virus
FJ882572	Sri Lanka	1989	2009	11069	Dengue virus
KY586940	Thailand	1995	2017	12637	Dengue virus
MN448609	Thailand	2011	2020	11053	Dengue virus
MW945932	Thailand	2003	2021	11053	Dengue virus
HQ705622	Nicaragua: Managua	2009	2011	11069	Dengue virus
FJ390391	Nicaragua: Managua	2007	2008	11060	Dengue virus
AB214879	Timor-Leste	None	2005	11069	Dengue virus
DQ645549	Taiwan	None	2008	11060	Dengue virus
KF921949	Viet Nam	2008	2014	11053	Dengue virus
GQ868602	Philippines	2004	2009	11053	Dengue virus
MK614088	China: Guangzhou	2019	2019	11070	Dengue virus
GU131893	Cambodia: KCH	2007	2009	11053	Dengue virus
DQ401692	Bangladesh	None	2006	11069	Dengue virus
EU596493	USA: Puerto Rico	2007	2008	11069	Dengue virus
MW512498	Singapore	2019	2021	11060	Dengue virus
EU687234	USA: Puerto Rico	2002	2008	11069	Dengue virus
KY672935	China: Yunnan	2015	2019	11053	Dengue virus
MW946148	Thailand	2001	2021	11053	Dengue virus
FJ024458	Viet Nam: South	2007	2008	11060	Dengue virus
GU056033	Venezuela: Aragua	1998	2009	11053	Dengue virus
MN448610	Thailand	2011	2020	11053	Dengue virus
KP188542	Brazil	2011	2016	11053	Dengue virus
FJ410190	USA: Puerto Rico	1987	2008	11053	Dengue virus
KY586336	Thailand	2006	2017	12637	Dengue virus
KY586797	Thailand	1995	2017	12637	Dengue virus
KF973480	Nicaragua	2012	2014	11069	Dengue virus
EU687217	USA: Puerto Rico	2005	2008	11060	Dengue virus
MW946236	Thailand	2001	2021	11053	Dengue virus
FJ639700	Cambodia: KCH	2002	2009	11060	Dengue virus
KX621247	China	2015	2017	11060	Dengue virus
GU131964	Mexico: Yucatan	2007	2009	11053	Dengue virus
EU482742	USA: Puerto Rico	1988	2008	11060	Dengue virus
FJ639775	Venezuela: Aragua	2002	2009	11069	Dengue virus
FM210206	Viet Nam:South	2005	2008	11060	Dengue virus
GU131695	Viet Nam: South	2008	2009	11053	Dengue virus
MW946112	Thailand	2006	2021	11053	Dengue virus
KM403632	Singapore	2013	2016	11053	Dengue virus
LC428066	Viet Nam	2017	2019	11053	Dengue virus
MW945810	Thailand	2013	2021	11053	Dengue virus
LC410183	Thailand	2017	2018	11053	Dengue virus
MW945975	Thailand	2005	2021	11053	Dengue virus
DQ285558	Reunion	2004	2006	11053	Dengue virus
EU569692	Nicaragua: Managua	2007	2008	11060	Dengue virus
KY586350	Thailand	2006	2017	12637	Dengue virus
EU482707	Viet Nam: south	2006	2008	11053	Dengue virus
EU482580	USA: Puerto Rico	1989	2008	11060	Dengue virus
MK783205	China	2018	2021	11060	Dengue virus
FJ882540	Viet Nam: South	2006	2009	11053	Dengue virus
KJ622199	China	2013	2015	11069	Dengue virus
KX452032	Malaysia: Johor Bahru	2014	2017	11060	Dengue virus
FJ882536	Viet Nam: South	2006	2009	11053	Dengue virus
FJ024477	Colombia: Antioquia	2004	2008	11060	Dengue virus
MN448612	Thailand	2011	2020	11053	Dengue virus
KC762628	Indonesia: Makassar	2008	2015	11053	Dengue virus
KY586351	Thailand	2006	2017	12637	Dengue virus
KX812530	Indonesia	1976	2017	12637	Dengue virus
FJ744740	Thailand: Kampheange Phet	2001	2009	11069	Dengue virus
KF041233	Pakistan: Muridke	2011	2013	11060	Dengue virus
GQ868615	Viet Nam: South	2008	2009	11053	Dengue virus
MW946074	Thailand	2006	2021	11053	Dengue virus
FJ898429	Viet Nam: South	2006	2009	11053	Dengue virus
FJ850121	Nicaragua: Managua	2001	2009	11060	Dengue virus
KP188569	Brazil	2014	2016	11060	Dengue virus
GU131926	Cambodia: KCH	2006	2009	11053	Dengue virus
GU131836	Venezuela: Aragua	2004	2009	11053	Dengue virus
KY586777	Thailand	1999	2017	12637	Dengue virus
EU081217	Singapore	2005	2007	11069	Dengue virus
KY586795	Thailand	1999	2017	12637	Dengue virus
KC692515	Argentina: Buenos Aires	2010	2014	11053	Dengue virus
MN448682	Thailand	2012	2020	11053	Dengue virus
MN083245	Sri Lanka	2017	2020	11069	Dengue virus
KY586500	Thailand	2006	2017	12637	Dengue virus
JQ915090	Wallis and Futuna	2009	2013	11070	Dengue virus
GQ868546	Brazil: Sao Paulo	2006	2009	11069	Dengue virus
KY586861	Thailand	2004	2017	12637	Dengue virus
JQ045644	Viet Nam	None	2012	11053	Dengue virus
MN448685	Thailand	2012	2020	11053	Dengue virus
MW946147	Thailand	2005	2021	11053	Dengue virus
JX669481	Brazil: Pernambuco	1995	2013	11060	Dengue virus
MW945820	Thailand	1995	2021	11053	Dengue virus
GU131696	Viet Nam: South	2008	2009	11053	Dengue virus
FJ850062	Nicaragua: Leon	2000	2009	11060	Dengue virus
JF937614	Viet Nam: South	2008	2011	11053	Dengue virus
KM279599	Singapore	2012	2015	11060	Dengue virus
KY849770	Laos: Vientiane	2010	2018	11069	Dengue virus
KY586817	Thailand	2006	2017	12637	Dengue virus
GQ868514	Mexico: Yucatan	2007	2009	11053	Dengue virus
FM210214	Viet Nam:South	2004	2008	11060	Dengue virus
GQ199828	Viet Nam: South	2007	2009	11053	Dengue virus
EU482539	Viet Nam: south	2006	2008	11053	Dengue virus
EU726773	USA: Puerto Rico	1999	2008	11069	Dengue virus
JX286524	Brazil	2010	2013	11060	Dengue virus
MH051731	Malaysia	2014	2020	11069	Dengue virus
GQ398280	Puerto Rico	1994	2010	11060	Dengue virus
MN018346	China: Guangdong Province	2016	2020	11060	Dengue virus
JQ513338	Brazil: Manaus-AM	2011	2012	11070	Dengue virus
AY744685	French Polynesia: Raiatea	None	2005	11069	Dengue virus
FJ410235	Viet Nam: South	2008	2008	11053	Dengue virus
FJ547087	USA: Puerto Rico	1992	2009	11053	Dengue virus
KR024708	China	2014	2016	11053	Dengue virus
AY762085	None	None	2004	11070	Dengue virus
JQ920480	French Polynesia: Tahiti	1996	2013	11069	Dengue virus
JQ045635	Viet Nam	None	2012	11053	Dengue virus
KY586317	Thailand	2006	2017	12637	Dengue virus
MN018362	China: Guangdong Province	2014	2020	11060	Dengue virus
MN018317	China: Guangdong Province	2016	2020	11053	Dengue virus
MW945994	Thailand	2006	2021	11053	Dengue virus
KY586466	Thailand	2002	2017	12637	Dengue virus
EU482736	USA: Puerto Rico	1994	2008	11060	Dengue virus
EU081205	Singapore	2005	2007	11069	Dengue virus
GQ199794	Viet Nam: South	2007	2009	11053	Dengue virus
GU131785	Viet Nam: South	2008	2009	11053	Dengue virus
GU131905	Cambodia: KCH	2008	2009	11069	Dengue virus
KM403591	Singapore	2013	2016	11053	Dengue virus
KY586313	Thailand	2006	2017	12637	Dengue virus
KY586688	Thailand	1998	2017	12637	Dengue virus
GU131843	Burkina Faso	1986	2009	11060	Dengue virus
LC410188	Thailand	2017	2018	11060	Dengue virus
FJ410186	USA: Puerto Rico	1992	2008	11053	Dengue virus
GQ868511	Mexico: Yucatan	2007	2009	11053	Dengue virus
EU920845	French Guiana	2006	2014	11060	Dengue virus
FJ024462	Viet Nam: South	2007	2008	11053	Dengue virus
MW945972	Thailand	1995	2021	11053	Dengue virus
AB214881	Timor-Leste	None	2005	11069	Dengue virus
KX618705	India	2014	2018	11053	Dengue virus
FJ639816	Venezuela: Aragua	2005	2009	11069	Dengue virus
MW945844	Thailand	1964	2021	11053	Dengue virus
DQ285559	Reunion	2004	2006	11053	Dengue virus
MW946138	Thailand	1980	2021	11053	Dengue virus
EU687226	USA: Puerto Rico	1999	2008	11069	Dengue virus
KX459388	China	2014	2017	11053	Dengue virus
MT832043	Philippines	2013	2021	11053	Dengue virus
KY586485	Thailand	2006	2017	12637	Dengue virus
MW946181	Thailand	2005	2021	11053	Dengue virus
KT187558	China: Guangdong	2014	2015	11060	Dengue virus
GQ199866	Nicaragua: Managua	2007	2009	11060	Dengue virus
EU482617	Nicaragua: Managua	2005	2008	11053	Dengue virus
KX452050	Malaysia: Johor Bahru	2014	2017	11053	Dengue virus
EU482711	Viet Nam: south	2007	2008	11053	Dengue virus
KY586715	Thailand	2000	2017	12637	Dengue virus
EU482586	USA: Puerto Rico	1990	2008	11060	Dengue virus
GU131731	Viet Nam: South	2008	2009	11053	Dengue virus
MN018334	China: Guangdong Province	2016	2020	11053	Dengue virus
EU081255	Singapore	2005	2007	11053	Dengue virus
KY586427	Thailand	2006	2017	12637	Dengue virus
GU131821	Viet Nam: South	2008	2009	11053	Dengue virus
JQ045628	Viet Nam	None	2012	11053	Dengue virus
GU131817	Viet Nam: South	2008	2009	11053	Dengue virus
MW946190	Thailand	1994	2021	11053	Dengue virus
MF004384	France	2014	2018	11053	Dengue virus
FJ410243	Viet Nam: South	2008	2008	11053	Dengue virus
GQ868548	Brazil: Sao Paulo	2006	2009	11069	Dengue virus
MW512465	Singapore	2016	2021	11060	Dengue virus
EU482542	Viet Nam: south	2006	2008	11060	Dengue virus
KJ189359	Puerto Rico	2012	2014	11053	Dengue virus
JQ922553	India: Kolkata, West Bengol	1980	2013	11060	Dengue virus
MG272274	India	2016	2018	11070	Dengue virus
MW512451	Singapore	2016	2021	11060	Dengue virus
HQ634199	Nicaragua: Managua	2007	2011	11060	Dengue virus
MG779194	Kenya	2017	2018	11060	Dengue virus
MT832050	Philippines	2012	2021	11053	Dengue virus
EU660394	Viet Nam: South	2006	2008	11053	Dengue virus
MW945813	Thailand	1997	2021	11053	Dengue virus
KC762634	Indonesia: Makassar	2008	2015	11053	Dengue virus
KY672938	China: Yunnan	2014	2019	11053	Dengue virus
FJ898415	Viet Nam: South	2006	2009	11053	Dengue virus
MN018386	China: Guangdong Province	2013	2020	11069	Dengue virus
AF169686	None	None	2000	11060	Dengue virus
AB189123	Indonesia: Sumatra	None	2004	11060	Dengue virus
JX669499	Brazil: Pernambuco	2004	2013	11069	Dengue virus
MH110579	China: Hangzhou	2017	2018	11060	Dengue virus
KY586531	Thailand	2000	2017	12637	Dengue virus
KY586359	Thailand	2006	2017	12637	Dengue virus
EU920838	Suriname	2005	2014	11060	Dengue virus
FJ898451	Dominican Republic	2003	2009	11060	Dengue virus
GU131764	Viet Nam: South	2008	2009	11053	Dengue virus
EU081182	Singapore	2005	2007	11069	Dengue virus
MW512435	Singapore	2015	2021	11060	Dengue virus
KY670634	Taiwan	1998	2018	11069	Dengue virus
FJ882577	Venezuela: Aragua	2001	2009	11069	Dengue virus
KY586652	Thailand	2006	2017	12637	Dengue virus
DQ645544	Taiwan	None	2008	11060	Dengue virus
KY586728	Thailand	2006	2017	12637	Dengue virus
KY586492	Thailand	2007	2017	12637	Dengue virus
AJ968413	Taiwan:Hsiao-Liu-Chiu Islet, Ping Tong	None	2007	11060	Dengue virus
FJ182031	Viet Nam: South	2007	2008	11053	Dengue virus
KY672944	China: Yunnan	2013	2019	11053	Dengue virus
EU081210	Singapore	2005	2007	11069	Dengue virus
JF937632	Nicaragua: Managua	2009	2011	11069	Dengue virus
KY586869	Thailand	2001	2017	12637	Dengue virus
MW946065	Thailand	1996	2021	11053	Dengue virus
MH450311	Venezuela: Aragua	2010	2018	12637	Dengue virus
MH822942	India	2014	2018	11060	Dengue virus
GQ199782	Viet Nam: South	2007	2009	11053	Dengue virus
KT827368	China: Guangzhou, Guangdong Province	2007	2017	11053	Dengue virus
MF156244	China	2015	2018	11060	Dengue virus
JQ915080	New Caledonia	2010	2013	11053	Dengue virus
KY586541	Thailand	2001	2017	12637	Dengue virus
KY586874	Thailand	2007	2017	12637	Dengue virus
KY586347	Thailand	2006	2017	12637	Dengue virus
JQ045662	Viet Nam	None	2012	11053	Dengue virus
JN000938	Nicaragua: Managua	2010	2011	11069	Dengue virus
FJ898434	Nicaragua: Managua	2007	2009	11060	Dengue virus
KJ189325	Mexico	2007	2014	11053	Dengue virus
HM181959	Cambodia: KCH	2007	2010	11053	Dengue virus
JN406515	Australia	2008	2012	11069	Dengue virus
KY849719	Laos: Salavan	2009	2018	11053	Dengue virus
JF937617	Viet Nam: South	2008	2011	11053	Dengue virus
FJ850065	Nicaragua: Leon	2000	2009	11060	Dengue virus
KY672953	China: Yunnan	2015	2019	11060	Dengue virus
KY586371	Thailand	2000	2017	12637	Dengue virus
KX951689	Taiwan	2004	2017	11053	Dengue virus
MH827526	China	2017	2019	11060	Dengue virus
GU131743	Viet Nam: South	2008	2009	11053	Dengue virus
AY732474	Thailand: Bangkok	1980	2005	11053	Dengue virus
FJ410242	Viet Nam: South	2008	2008	11053	Dengue virus
FJ182008	USA: Puerto Rico	2005	2008	11069	Dengue virus
MN448695	Thailand	2012	2020	11053	Dengue virus
GQ199812	Viet Nam: South	2007	2009	11053	Dengue virus
MW945804	Thailand	2006	2021	11053	Dengue virus
EU081240	Singapore	2005	2007	11053	Dengue virus
MW946067	Thailand	2003	2021	11053	Dengue virus
KY849761	Laos: Vientiane	2010	2018	11069	Dengue virus
KY474323	Ecuador: Machala	2014	2018	11060	Dengue virus
MW512477	Singapore	2017	2021	11060	Dengue virus
KX380796	Singapore	2012	2016	11053	Dengue virus
FJ898389	Viet Nam: South	2005	2009	11053	Dengue virus
JF808122	Paraguay: Asuncion (Central)	2003	2013	11069	Dengue virus
GU131786	Viet Nam: South	2008	2009	11053	Dengue virus
MG097876	Singapore	2014	2019	11053	Dengue virus
MW512447	Singapore	2015	2021	11060	Dengue virus
GU131936	Cambodia: KCH	2007	2009	11069	Dengue virus
JN903579	India	2008	2012	11053	Dengue virus
MW946079	Thailand	1980	2021	11053	Dengue virus
EU081224	Singapore	2005	2007	11069	Dengue virus
KY586900	Thailand	2001	2017	12637	Dengue virus
JN819405	Venezuela: Merida	2006	2011	11053	Dengue virus
HM181948	Cambodia: KCH	2007	2010	11053	Dengue virus
KF973463	Nicaragua	2012	2014	11053	Dengue virus
JX669496	Brazil: Pernambuco	2006	2013	11069	Dengue virus
GU131901	Cambodia: SRP	2008	2009	11060	Dengue virus
JF937603	Viet Nam: South	2008	2011	11053	Dengue virus
KY586647	Thailand	2001	2017	12637	Dengue virus
HQ332181	Venezuela	2006	2012	11053	Dengue virus
AF311956	None	None	2002	11053	Dengue virus
MW945940	Thailand	1995	2021	11053	Dengue virus
MW208044	Brazil: Sao Paulo, Ribeirao Preto	2018	2020	11053	Dengue virus
KY586768	Thailand	1999	2017	12637	Dengue virus
MF940242	China	2015	2019	11060	Dengue virus
MW946123	Thailand	1994	2021	11053	Dengue virus
EU482780	Viet Nam: south	2003	2008	11060	Dengue virus
JN819422	Mexico: Tapachula	2008	2011	11060	Dengue virus
JX079694	Nicaragua: Managua	2005	2012	11060	Dengue virus
EU687199	USA: Puerto Rico	2003	2008	11060	Dengue virus
KY586916	Thailand	2001	2017	12637	Dengue virus
FJ898417	Viet Nam: South	2006	2009	11053	Dengue virus
FJ410188	USA: Puerto Rico	1996	2008	11053	Dengue virus
KF955477	India	1984	2014	11069	Dengue virus
KY672940	China: Yunnan	2014	2019	11053	Dengue virus
EU529705	USA: Puerto Rico	2004	2008	11069	Dengue virus
JX024757	Singapore	2010	2013	11070	Dengue virus
JN796245	USA: CA	2008	2011	11060	Dengue virus
FJ182023	Viet Nam: South	2007	2008	11053	Dengue virus
KT276273	Haiti	2014	2015	11070	Dengue virus
GQ868515	Mexico: Yucatan	2007	2009	11060	Dengue virus
HQ541786	Nicaragua: Managua	2006	2011	11060	Dengue virus
MW945815	Thailand	2005	2021	11053	Dengue virus
MF033229	Singapore	2015	2018	11053	Dengue virus
EU081212	Singapore	2005	2007	11069	Dengue virus
JN819406	Venezuela: Merida	2006	2011	11070	Dengue virus
KY586709	Thailand	2001	2017	12637	Dengue virus
KJ806945	Singapore	2013	2015	11053	Dengue virus
MF033259	Singapore	2016	2018	11053	Dengue virus
EU482659	Viet Nam: south	2006	2008	11060	Dengue virus
KF973471	Nicaragua	2012	2014	11053	Dengue virus
MW945821	Thailand	2001	2021	11053	Dengue virus
MN018349	China: Guangdong Province	2015	2020	11060	Dengue virus
KJ596659	Brazil: Varzea Grande, MT	2012	2015	11070	Dengue virus
FJ882530	Viet Nam: South	2006	2009	11053	Dengue virus
FJ744707	Nicaragua: Managua	2007	2009	11060	Dengue virus
JX669490	Brazil: Pernambuco	2002	2013	11069	Dengue virus
MW512389	Singapore	2013	2021	11060	Dengue virus
EU482581	USA: Puerto Rico	1989	2008	11060	Dengue virus
EU081276	Singapore	2005	2007	11053	Dengue virus
FJ024447	Viet Nam: South	2007	2008	11053	Dengue virus
GQ398298	Puerto Rico	1995	2010	11060	Dengue virus
AY726554	Myanmar	None	2005	11053	Dengue virus
MW945843	Thailand	2006	2021	11053	Dengue virus
FJ850105	Venezuela: Aragua	2007	2009	11060	Dengue virus
KJ579244	Brazil: Varzea Grande, MT	2012	2015	11070	Dengue virus
EU569719	USA: Puerto Rico	1997	2008	11060	Dengue virus
LC436674	Bangladesh	2017	2020	11060	Dengue virus
EU081233	Singapore	2005	2007	11053	Dengue virus
FJ639837	Nicaragua: Managua	2007	2009	11060	Dengue virus
KJ189364	Puerto Rico	2010	2014	11053	Dengue virus
MF033196	Singapore	2011	2018	11053	Dengue virus
KP686070	China: Henan	2014	2015	11053	Dengue virus
GQ199827	Viet Nam: South	2007	2009	11053	Dengue virus
MW946139	Thailand	2006	2021	11053	Dengue virus
JF808128	Paraguay: Pedro Juan Caballero (Amambay)	2003	2013	11069	Dengue virus
KX380811	Singapore	2012	2016	11060	Dengue virus
FJ687427	Thailand: Kampheange Phet	2001	2009	11053	Dengue virus
KP723476	China: Guangdong	2014	2015	11053	Dengue virus
KY586433	Thailand	2006	2017	12637	Dengue virus
FJ882601	USA: Puerto Rico	1999	2009	11070	Dengue virus
MW945864	Thailand	2003	2021	11053	Dengue virus
GQ199863	Nicaragua: Managua	2008	2009	11069	Dengue virus
HM181962	Viet Nam: South	2008	2010	11053	Dengue virus
EU920834	French Guiana	2001	2014	11060	Dengue virus
GQ398295	Puerto Rico	1994	2010	11060	Dengue virus
GQ398261	Indonesia	1976	2010	11060	Dengue virus
LC428073	Viet Nam	2017	2019	11053	Dengue virus
FJ639687	Cambodia: KCH	2006	2009	11053	Dengue virus
GQ868620	Cambodia: KCH	2003	2009	11060	Dengue virus
FJ410253	Viet Nam: South	2007	2008	11053	Dengue virus
JF937601	Viet Nam: South	2008	2011	11053	Dengue virus
KF041259	Pakistan: Karachi	2006	2013	11069	Dengue virus
FJ882576	Nicaragua	1994	2009	11069	Dengue virus
MW946032	Thailand	1994	2021	11053	Dengue virus
KM403590	Singapore	2013	2016	11053	Dengue virus
FJ547063	Viet Nam: South	2007	2009	11053	Dengue virus
EU482808	Viet Nam: south	2006	2008	11053	Dengue virus
MK588396	India	2016	2020	11053	Dengue virus
KY586744	Thailand	2001	2017	12637	Dengue virus
FJ882584	Venezuela: Aragua	2007	2009	11070	Dengue virus
EU359008	China	None	2008	11053	Dengue virus
GU131752	Viet Nam: South	2008	2009	11053	Dengue virus
MN018372	China: Guangdong Province	2016	2020	11069	Dengue virus
EF122231	French Guiana	None	2008	11053	Dengue virus
FJ410286	Viet Nam: South	2008	2008	11053	Dengue virus
EU081252	Singapore	2005	2007	11053	Dengue virus
KJ189307	Mexico	2011	2014	11053	Dengue virus
MG592698	India	2016	2019	11060	Dengue virus
GQ868604	Nicaragua: Managua	2005	2009	11060	Dengue virus
MN018318	China: Guangdong Province	2016	2020	11053	Dengue virus
JF920407	Nicaragua: RAAS	2009	2011	11069	Dengue virus
EU569694	Nicaragua: Managua	2007	2008	11060	Dengue virus
FJ898443	Colombia: Santander	2003	2009	11069	Dengue virus
MW946146	Thailand	1995	2021	11053	Dengue virus
GQ868608	Viet Nam: South	2007	2009	11053	Dengue virus
KY586904	Thailand	2000	2017	12637	Dengue virus
HQ166037	Mexico: Yucatan	2008	2010	11053	Dengue virus
FJ639746	Venezuela: Aragua	2000	2009	11069	Dengue virus
KM279572	Singapore	2012	2015	11060	Dengue virus
FJ461307	Viet Nam: South	2008	2009	11053	Dengue virus
KF921934	Viet Nam	2006	2014	11053	Dengue virus
FJ639769	Venezuela: Aragua	2001	2009	11069	Dengue virus
DQ181800	Thailand: Bangkok	1995	2006	11060	Dengue virus
MW946225	Thailand	1997	2021	11053	Dengue virus
FJ410204	Viet Nam: South	2007	2008	11053	Dengue virus
EU569713	USA: Puerto Rico	1997	2008	11060	Dengue virus
FJ898409	Viet Nam: South	2006	2009	11053	Dengue virus
MW945794	Thailand	1997	2021	11053	Dengue virus
DQ181806	Thailand: Bangkok	1974	2006	11060	Dengue virus
FJ639713	Cambodia: PHP	2007	2009	11069	Dengue virus
KC294207	Peru: Iquitos	2011	2014	11060	Dengue virus
MN886874	China	2014	2020	11053	Dengue virus
MH110564	China: Hangzhou	2017	2018	11060	Dengue virus
KY586345	Thailand	2006	2017	12637	Dengue virus
GU131722	Viet Nam: South	2008	2009	11053	Dengue virus
EU726782	Viet Nam: South	2007	2008	11053	Dengue virus
LC410195	Thailand	2017	2018	11069	Dengue virus
KY586370	Thailand	1998	2017	12637	Dengue virus
MW512479	Singapore	2018	2021	11060	Dengue virus
MW946244	Thailand	2013	2021	11053	Dengue virus
EU482505	Viet Nam: south	2007	2008	11053	Dengue virus
GU131955	Mexico: Quintana Roo	2004	2009	11060	Dengue virus
MW946195	Thailand	1994	2021	11053	Dengue virus
GU131971	Mexico: Yucatan	2007	2009	11053	Dengue virus
FJ639797	Venezuela: Aragua	2004	2009	11053	Dengue virus
EU482593	USA: Puerto Rico	2001	2008	11060	Dengue virus
MG877553	Haiti	2012	2018	11053	Dengue virus
MW512472	Singapore	2017	2021	11060	Dengue virus
EU482790	Viet Nam: south	2003	2008	11053	Dengue virus
FJ410237	Viet Nam: South	2008	2008	11060	Dengue virus
FJ384655	Brazil	None	2008	11053	Dengue virus
KF973475	Nicaragua	2012	2014	11053	Dengue virus
MN018316	China: Guangdong Province	2015	2020	11053	Dengue virus
JN697058	Malaysia	2005	2012	11053	Dengue virus
HM582112	Tonga	1974	2010	11060	Dengue virus
GU131847	Brazil: Sao Paulo	2006	2009	11069	Dengue virus
DQ675532	Taiwan	1998	2006	11069	Dengue virus
MW945881	Thailand	1996	2021	11053	Dengue virus
MW946031	Thailand	2005	2021	11053	Dengue virus
KY474309	Ecuador: Machala	2014	2018	11060	Dengue virus
AY858045	Indonesia: Jakarta	None	2005	11069	Dengue virus
EU482692	Nicaragua: Managua	2006	2008	11060	Dengue virus
EU660411	Viet Nam: South	2006	2008	11069	Dengue virus
CS805344	None	None	2007	12637	Dengue virus
GQ868509	Mexico: Yucatan	2007	2009	11053	Dengue virus
GQ199849	Viet Nam: South	2006	2009	11053	Dengue virus
GU131947	Colombia: Santander	2007	2009	11060	Dengue virus
KY672937	China: Yunnan	2014	2019	11053	Dengue virus
KY586346	Thailand	2006	2017	12637	Dengue virus
KY586448	Thailand	2006	2017	12637	Dengue virus
MW945916	Thailand	2004	2021	11053	Dengue virus
MW945863	Thailand	1994	2021	11053	Dengue virus
KY586810	Thailand	2009	2017	12637	Dengue virus
GU131902	Cambodia: BTB	2008	2009	11060	Dengue virus
FJ744710	Thailand: Kampheange Phet	2001	2009	11060	Dengue virus
KU216208	India	2013	2016	11069	Dengue virus
MN018297	China: Guangdong Province	2017	2020	11053	Dengue virus
EU854299	Venezuela: Aragua	2007	2008	11070	Dengue virus
JF937597	Viet Nam: South	2007	2011	11053	Dengue virus
LT898451	Malaysia	2011	2017	11069	Dengue virus
MW945979	Thailand	2000	2021	11053	Dengue virus
GQ199789	Viet Nam: South	2007	2009	11053	Dengue virus
HQ705609	Nicaragua: Managua	2009	2011	11069	Dengue virus
JF808125	Brazil: Sao Luis (Maranhao)	2002	2013	11069	Dengue virus
GQ868581	Colombia: Santander	2001	2009	11070	Dengue virus
JN819404	Brazil: Sao Paulo	2008	2019	11060	Dengue virus
JF937645	Nicaragua: Managua	2009	2011	11053	Dengue virus
KJ189263	Peru	2004	2014	11069	Dengue virus
MF156239	China	2015	2018	11060	Dengue virus
MW945944	Thailand	2004	2021	11053	Dengue virus
KM279544	Singapore	2012	2015	11060	Dengue virus
KM279598	Singapore	2012	2015	11060	Dengue virus
EU677141	USA: Puerto Rico	1996	2008	11060	Dengue virus
AF226686	None	None	2000	11053	Dengue virus
KF955451	Venezuela	None	2014	11069	Dengue virus
